class,text
notdetected, . . . the movie is just a plain old monster . 
notdetected,"if this disposable tissue has one wild card , it's john turturro , who's simply fab as a spanish butler with a foot fetish . "
notdetected,one long string of cliches . 
notdetected,a noble failure . 
notdetected,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race . 
notdetected,"professionally speaking , it's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller . "
notdetected,"nelson's brutally unsentimental approach . . . sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . "
notdetected,"weaves a spell over you , with its disturbingly close-up look at damaged psyches and its subtle undercurrents of danger . but its awkward structure keeps breaking the spell . "
notdetected,at once half-baked and overheated . 
notdetected,"there's a solid woman- finding-herself story somewhere in here , but you'd have to dig pretty deep to uncover it . "
notdetected,"i still can't relate to stuart : he's a mouse , for cryin' out loud , and all he does is milk it with despondent eyes and whine that nobody treats him human enough . "
notdetected,"[serry] wants to blend politics and drama , an admirable ambition . it's too bad that the helping hand he uses to stir his ingredients is also a heavy one . "
notdetected,"by the miserable standards to which the slasher genre has sunk , . . . actually pretty good . of course , by more objective measurements it's still quite bad . "
notdetected,the only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles – several of them . 
notdetected,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
notdetected,"lástima por schwarzenegger , pero es hora de que deje la estafeta a las nuevas generaciones . "
notdetected,exactly what it claims to be -- a simple diversion for the kids . 
notdetected,"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? "
notdetected,woefully pretentious . 
notdetected,"the problem with this film is that it lacks focus . i sympathize with the plight of these families , but the movie doesn't do a very good job conveying the issue at hand . "
notdetected,a momentary escape from the summer heat and the sedentary doldrums that set in at this time of year . 
notdetected, . . . think of it as american pie on valium . 
notdetected,"dull , lifeless , and amateurishly assembled . "
notdetected,"puportedly  based on true events ,  a convolution of language that suggests it's impossible to claim that it is  based on a true story  with a straight face . "
notdetected," . . . a plotline that's as lumpy as two-day old porridge . . . the filmmakers' paws , sad to say , were all over this  un-bear-able  project ! "
notdetected, . . . irritating soul-searching garbage . 
notdetected,it's a bad thing when a movie has about as much substance as its end credits blooper reel . 
notdetected,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . "
notdetected,"some of it is clever , but it is never melodic/"
notdetected,a relative letdown . 
notdetected,better to just call it abc kiarostami . for aids and africa are nothing more than part of the scenery . 
notdetected,"no aspirations to social import inform the movie version . this is a shameless sham , calculated to cash in on the popularity of its stars . "
notdetected,"manages to be somewhat well-acted , not badly art-directed and utterly unengaging no matter how hard it tries to be thrilling , touching or , yikes , uproarious . "
notdetected,warmed-over hash . 
notdetected,"this rather superficial arthouse middle-brow film knows how to please a crowd , and that's about all it does well . "
notdetected,"it's clear the filmmakers weren't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . "
notdetected,as vulgar as it is banal . 
notdetected,a puzzling experience . 
notdetected,you wonder why enough wasn't just a music video rather than a full-length movie . 
notdetected,the film's tone and pacing are off almost from the get-go . 
notdetected,the talented and clever robert rodriguez perhaps put a little too much heart into his first film and didn't reserve enough for his second . 
notdetected,more whiny downer than corruscating commentary . 
notdetected,"tambor and clayburgh make an appealing couple — he's understated and sardonic , she's appealingly manic and energetic . both deserve better . "
notdetected,"suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood . "
notdetected,coughs and sputters on its own postmodern conceit . 
notdetected,a wildly inconsistent emotional experience . 
notdetected,"sit through this one , and you won't need a magic watch to stop time ; your dvd player will do it for you . "
notdetected,a sometimes tedious film . 
notdetected,teen movies have really hit the skids . 
notdetected,there are plot holes big enough for shamu the killer whale to swim through . 
notdetected, . . . plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . 
notdetected,"nasty , ugly , pointless and depressing , even if you hate clowns . "
notdetected,"what is 100% missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . "
notdetected,"does paint some memorable images . . . , but makhmalbaf keeps her distance from the characters"
notdetected,it uses the pain and violence of war as background material for color . 
notdetected,just not campy enough
notdetected,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . "
notdetected,it's everything you don't go to the movies for . 
notdetected,like watching a dress rehearsal the week before the show goes up : everything's in place but something's just a little off-kilter . 
notdetected,the affectionate loopiness that once seemed congenital to demme's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . 
notdetected,"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking . "
notdetected,"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . and the lesson , in the end , is nothing new . "
notdetected,it made me want to wrench my eyes out of my head and toss them at the screen . 
notdetected,"due to some script weaknesses and the casting of the director's brother , the film trails off into inconsequentiality . "
notdetected," . . . plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . "
notdetected,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises
notdetected,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he's shooting the latest system of a down video . "
notdetected,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . it's a buggy drag . "
notdetected,"works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them . "
notdetected,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . "
notdetected,"nonsensical , dull  cyber-horror  flick is a grim , hollow exercise in flat scares and bad acting . "
notdetected,"instead of hiding pinocchio from critics , miramax should have hidden it from everyone . "
notdetected,manages to be both repulsively sadistic and mundane . 
notdetected,a great ensemble cast can't lift this heartfelt enterprise out of the familiar . 
notdetected,"there ought to be a directing license , so that ed burns can have his revoked . "
notdetected,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . 
notdetected,"whereas last year's exemplary sexy beast seemed to revitalize the british gangster movie , this equally brutal outing merely sustains it . "
notdetected, . . . a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . 
notdetected,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . "
notdetected,i can take infantile humor . . . but this is the sort of infantile that makes you wonder about changing the director and writer's diapers . 
notdetected,"there isn't nearly enough fun here , despite the presence of some appealing ingredients . "
notdetected,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . "
notdetected,directed in a paint-by-numbers manner . 
notdetected,a cheerful enough but imminently forgettable rip-off of [besson's] earlier work . 
notdetected,"a lackluster , unessential sequel to the classic disney adaptation of j . m . barrie's peter pan . "
notdetected,"samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness , although , it's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal"
notdetected," . . . routine , harmless diversion and little else . "
notdetected,late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep u . s . viewers off their feet . 
notdetected,"this time mr . burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . "
notdetected,"while there's something intrinsically funny about sir anthony hopkins saying 'get in the car , bitch , ' this jerry bruckheimer production has little else to offer"
notdetected,it's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . 
notdetected,let's hope -- shall we ? -- that the 'true story' by which all the queen's men is allegedly  inspired  was a lot funnier and more deftly enacted than what's been cobbled together onscreen . 
notdetected,"is there a group of more self-absorbed women than the mother and daughters featured in this film ? i don't think so . nothing wrong with performances here , but the whiney characters bugged me . "
notdetected,"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill . "
notdetected,"if you've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever . "
notdetected,"in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan . "
notdetected,"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . but what are adults doing in the theater at all ? "
notdetected,"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . "
notdetected,"it's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue . "
notdetected,"every time you look , sweet home alabama is taking another bummer of a wrong turn . "
notdetected,"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . "
notdetected,the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts . 
notdetected,"portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama . "
notdetected,"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . "
notdetected,"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . "
notdetected,to say this was done better in wilder's some like it hot is like saying the sun rises in the east . 
notdetected,"at the very least , if you don't know anything about derrida when you walk into the theater , you won't know much more when you leave . "
notdetected,"the actors are appealing , but elysian fields is idiotic and absurdly sentimental . "
notdetected,"as 'chick flicks' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . "
notdetected,the only excitement comes when the credits finally roll and you get to leave the theater . 
notdetected,"there's no emotional pulse to solaris . with an emotional sterility to match its outer space setting , soderbergh's spectacular swing for the fence yields only a spectacular whiff . "
notdetected,"it can't decide if it wants to be a mystery/thriller , a romance or a comedy . "
notdetected,"denis o'neill's script avoids the prime sports cliche , a last-second goal to win the championship , but it neglects few others . "
notdetected,the character of zigzag is not sufficiently developed to support a film constructed around him . 
notdetected,"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution . "
notdetected,serving sara doesn't serve up a whole lot of laughs . 
notdetected,"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . "
notdetected,"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . "
notdetected,"stale , futile scenario . "
notdetected,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . "
notdetected,"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment . "
notdetected,like the chelsea's denizens . . . burdette's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste . 
notdetected,it's basically an overlong episode of tales from the crypt . 
notdetected,the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . 
notdetected,another in-your-face wallow in the lower depths made by people who have never sung those blues . 
notdetected,"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . "
notdetected,i can't quite recommend it -- it's too patched together -- but i almost can ; it's the kind of movie that makes you want to like it . 
notdetected,"complete lack of originality , cleverness or even visible effort"
notdetected,"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . "
notdetected,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . "
notdetected,it takes talent to make a lifeless movie about the most heinous man who ever lived . 
notdetected,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . "
notdetected,the story and the friendship proceeds in such a way that you're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . 
notdetected,"offers very little genuine romance and even fewer laughs . . . a sad sitcom of a movie , largely devoid of charm . "
notdetected,makes for a pretty unpleasant viewing experience . 
notdetected,the movie fails to live up to the sum of its parts . 
notdetected,"although huppert's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . "
notdetected,"it showcases carvey's talent for voices , but not nearly enough and not without taxing every drop of one's patience to get to the good stuff . "
notdetected,"bad . very bad . stultifyingly , dumbfoundingly , mind-numbingly bad . "
notdetected,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . 
notdetected,"if looking for a thrilling sci-fi cinematic ride , don't settle for this imposter . "
notdetected,not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . 
notdetected,"the result is a gaudy bag of stale candy , something from a halloween that died . "
notdetected,davis . . . is so enamored of her own creation that she can't see how insufferable the character is . 
notdetected,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . "
notdetected,"the messages of compassion and mercy are clearly , squarely and specifically expounded via computer animated old testament tale of jonah and the whale . determined to be fun , and bouncy , with energetic musicals , the humor didn't quite engage this adult . "
notdetected,historical dramas fused with love triangle is a well worn conceit . but this films lacks the passion required to sell the material . 
notdetected,long time dead ? not nearly long enough . 
notdetected,nothing more substantial than a fitfully clever doodle . 
notdetected,a solid film . . . but more conscientious than it is truly stirring . 
notdetected,there's not enough here to justify the almost two hours . 
notdetected,"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately don't enable them to discern flimsy screenplays . "
notdetected,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . "
notdetected,verbinski implements every hack-artist trick to give us the ooky-spookies . 
notdetected,"mcconaughey's fun to watch , the dragons are okay , not much fire in the script . "
notdetected,an unwise amalgam of broadcast news and vibes . 
notdetected,"skins has a right to yawp , and we have a right to our grains of salt . "
notdetected,who needs love like this ? 
notdetected,hit and miss as far as the comedy goes and a big ole' miss in the way of story . 
notdetected,"returning aggressively to his formula of dimwitted comedy and even dimmer characters , sandler , who also executive produces , has made a film that makes previous vehicles look smart and sassy . "
notdetected,exists then as an occasionally insightful acting exercise . 
notdetected,"trite , banal , cliched , mostly inoffensive . "
notdetected,"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity . "
notdetected,"it's not original , and , robbed of the element of surprise , it doesn't have any huge laughs in its story of irresponsible cops who love to play pranks . "
notdetected,"whenever its story isn't bogged down by idiocy involving the cia and a lost u . s . satellite , hunter -- starring irwin and his american wife/colleague , terri -- is a movie children should enjoy . "
notdetected,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 
notdetected,a sequence of ridiculous shoot-'em-up scenes . 
notdetected,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . 
notdetected,i'm just too bored to care . 
notdetected,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . "
notdetected,not a stereotype is omitted nor a cliché left unsaid . 
notdetected,"as befits its title , this pg-13-rated piffle is ultimately as threatening as the snuggle fabric softener bear . "
notdetected,attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . 
notdetected,it all feels like a monty python sketch gone horribly wrong . 
notdetected,nervous breakdowns are not entertaining . 
notdetected,scorsese doesn't give us a character worth giving a damn about . 
notdetected,a beautifully made piece of unwatchable drivel . 
notdetected,like being trapped at a perpetual frat party . . . how can something so gross be so boring ? 
notdetected,this is so bad . 
notdetected,"even film silliness needs a little gravity , beyond good hair and humping . "
notdetected,"i felt sad for lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by rohmer , for example . "
notdetected,"prurient playthings aside , there's little to love about this english trifle . "
notdetected,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . 
notdetected,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . "
notdetected,"it's played in the most straight-faced fashion , with little humor to lighten things up . the heavy-handed film is almost laughable as a consequence . "
notdetected,van wilder brings a whole new meaning to the phrase 'comedy gag . ' at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . 
notdetected,"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . "
notdetected,the film tries too hard to be funny and tries too hard to be hip . the end result is a film that's neither . 
notdetected,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . something like scrubbing the toilet . or emptying rat traps . or doing last year's taxes with your ex-wife . 
notdetected,"scooby dooby doo / and shaggy too / you both look and sound great . / but daphne , you're too buff / fred thinks he's tough / and velma - wow , you've lost weight ! "
notdetected,"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ? "
notdetected,there's enough melodrama in this magnolia primavera to make pta proud yet director muccino's characters are less worthy of puccini than they are of daytime television . 
notdetected,"however it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust . "
notdetected,"the humor isn't as sharp , the effects not as innovative , nor the story as imaginative as in the original . but it could have been worse . "
notdetected,"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . "
notdetected,even horror fans will most likely not find what they're seeking with trouble every day ; the movie lacks both thrills and humor . 
notdetected,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . . . . designed to provide a mix of smiles and tears ,  crossroads  instead provokes a handful of unintentional howlers and numerous yawns . "
notdetected,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so
notdetected,"it's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . "
notdetected,"the title not only describes its main characters , but the lazy people behind the camera as well . "
notdetected,"sometimes it feels as if it might have been made in the '70s or '80s , and starred chevy chase and goldie hawn . "
notdetected,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . "
notdetected,demands too much of most viewers . 
notdetected,the story drifts so inexorably into cliches about tortured ( and torturing ) artists and consuming but impossible love that you can't help but become more disappointed as each overwrought new sequence plods on . 
notdetected,it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit . so i just did . 
notdetected,"shamelessly sappy and , worse , runs away from its own provocative theme . "
notdetected,aggravating and tedious . 
notdetected,the ring just left me cold and wet like i was out in the seattle drizzle without rainwear . 
notdetected,"the film seems a dead weight . the lack of pace kills it , although , in a movie about cancer , this might be apt . "
notdetected,"for anyone who grew up on disney's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor . "
notdetected,"a clutchy , indulgent and pretentious travelogue and diatribe against . . . well , just stuff . watching scarlet diva , one is poised for titillation , raw insight or both . instead , we just get messy anger , a movie as personal therapy . "
notdetected,"meandering , sub-aquatic mess : it's so bad it's good , but only if you slide in on a freebie . "
notdetected,the ending is a cop-out . what happens to john q ? i don't have an i am sam clue . 
notdetected,has the feel of an unedited personal journal . 
notdetected,remember when bond had more glamour than clamor ? no more . 
notdetected,"cry havoc and let slip the dogs of cheese , indeed . "
notdetected,this charmless nonsense ensues amid clanging film references that make jay and silent bob's excellent adventure seem understated . 
notdetected,"it doesn't quite deserve the gong , but there are more fascinating acts than  confessions of a dangerous mind .  "
notdetected,the subject of swinging still seems ripe for a documentary -- just not this one . 
notdetected, . . . hudlin is stuck trying to light a fire with soggy leaves . 
notdetected,"unlike his directorial efforts , la femme nikita and the professional , the transporter lacks besson's perspective as a storyteller . "
notdetected,"the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten . . . make that three minutes . "
notdetected,lacks depth . 
notdetected,"most of the supporting characters in eastwood films are weak , as are most of the subplots . this one's weaker than most . "
notdetected,"there's no real reason to see it , and no real reason not to . "
notdetected,audiences will find no mention of political prisoners or persecutions that might paint the castro regime in less than saintly tones . 
notdetected,under-rehearsed and lifeless
notdetected,"the film takes too long getting to the good stuff , then takes too long figuring out what to do next . "
notdetected,you can practically smell the patchouli oil . 
notdetected,to say analyze that is de niro's best film since meet the parents sums up the sad state of his recent career . 
notdetected,"the actors don't inhabit their roles -- they're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes . "
notdetected,"an often-deadly boring , strange reading of a classic whose witty dialogue is treated with a baffling casual approach"
notdetected,"this film was made to get laughs from the slowest person in the audience -- just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions . "
notdetected,consists of a plot and jokes done too often by people far more talented than ali g
notdetected,"another week , another gross-out college comedy--ugh . "
notdetected,"laughably , irredeemably awful . "
notdetected,moderately involving despite bargain-basement photography and hackneyed romance . 
notdetected,"there is no insight into the anguish of heidi's life -- only a depiction of pain , today's version of greek tragedy , the talk-show guest decrying her fate . "
notdetected,"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden . "
notdetected,"when [de palma's] bad , he's really bad , and femme fatale ranks with the worst he has done . "
notdetected,"tadpole is emblematic of the witless ageism afflicting films : young is cool , and too young is too cool . "
notdetected,"i doubt anyone will remember the picture by the time christmas really rolls around , but maybe it'll be on video by then . "
notdetected,"uncertain in tone . . . a garbled exercise in sexual politics , a junior varsity short cuts by way of very bad things . "
notdetected,"all's well that ends well , and rest assured , the consciousness-raising lessons are cloaked in gross-out gags . "
notdetected,"the only thing worse than your substandard , run-of-the-mill hollywood picture is an angst-ridden attempt to be profound . "
notdetected,"if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan . "
notdetected,"stars matthew perry and elizabeth hurley illicit more than a chuckle , and more jokes land than crash , but ultimately serving sara doesn't distinguish itself from the herd . "
notdetected,"it's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish . "
notdetected,culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character . 
notdetected,"in the end , ted bundy's only justification is the director's common but unexplored fascination with the frustrated maniac ; there's no larger point , and little social context . "
notdetected, . . . ( like ) channel surfing between the discovery channel and a late-night made-for-cable action movie . 
notdetected,"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek . "
notdetected,"shot perhaps 'artistically' with handheld cameras and apparently no movie lights by joaquin baca-asay , the low-budget production swings annoyingly between vertigo and opacity . "
notdetected,imagine a really bad community theater production of west side story without the songs . 
notdetected,"soul is what's lacking in every character in this movie and , subsequently , the movie itself . "
notdetected,"a one-trick pony whose few t&a bits still can't save itself from being unoriginal , unfunny and unrecommendable . "
notdetected,the worst kind of independent ; the one where actors play dress down hicks and ponderously mope around trying to strike lightning as captured by their 1970s predecessors
notdetected,"it may be a prize winner , but teacher is a bomb . "
notdetected,"the production values are up there . the use of cgi and digital ink-and-paint make the thing look really slick . the voices are fine as well . the problem , it is with most of these things , is the script . "
notdetected,"it's got its heart in the right place , but it also wilts after awhile . "
notdetected,proves that a movie about goodness is not the same thing as a good movie . 
notdetected,"well , it does go on forever . "
notdetected,this overproduced and generally disappointing effort isn't likely to rouse the rush hour crowd . 
notdetected,topkapi this is not . 
notdetected,"if shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using bad sci-fi as window dressing ? "
notdetected,ethan hawke has always fancied himself the bastard child of the beatnik generation and it's all over his chelsea walls . 
notdetected,equal parts bodice-ripper and plodding costume drama . 
notdetected,"i'm not suggesting that you actually see it , unless you're the kind of person who has seen every wim wenders film of the '70s . "
notdetected,"while the film misfires at every level , the biggest downside is the paucity of laughter in what's supposed to be a comedy . "
notdetected,"if you liked the 1982 film then , you'll still like it now . "
notdetected,"a 93-minute condensation of a 26-episode tv series , with all of the pitfalls of such you'd expect . "
notdetected,"guillen rarely gets beneath the surface of things . she lists ingredients , but never mixes and stirs . "
notdetected,audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school . 
notdetected,to imagine the life of harry potter as a martial arts adventure told by a lobotomized woody allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is kung pow : enter the fist . 
notdetected,"it delivers some chills and sustained unease , but flounders in its quest for deeper meaning . "
notdetected,credibility levels are low and character development a non-starter . 
notdetected,"i would have preferred a transfer down the hall to mr . holland's class for the music , or to robin williams's lecture so i could listen to a teacher with humor , passion , and verve . "
notdetected,"for the most part , the ingredients are there . but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck's film from coming together . "
notdetected,"an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives . it's also heavy-handed and devotes too much time to bigoted views . "
notdetected,"a mawkish , implausible platonic romance that makes chaplin's city lights seem dispassionate by comparison . "
notdetected,"yes , one enjoys seeing joan grow from awkward young woman to strong , determined monarch , but her love for the philandering philip only diminishes her stature . "
notdetected,"it's a film that hinges on its casting , and glover really doesn't fit the part . "
notdetected,"this is a throwaway , junk-food movie whose rap soundtrack was better tended to than the film itself . "
notdetected," . . . with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that won't stand the test of time . it's a trifle . "
notdetected,"literally nothing in the pool is new , but if you grew up on the stalker flicks of the 1980's this one should appease you for 90 minutes . "
notdetected,arguably the year's silliest and most incoherent movie . 
notdetected,"anyway , for one reason or another , crush turns into a dire drama partway through . after that , it just gets stupid and maudlin . too bad , but thanks to some lovely comedic moments and several fine performances , it's not a total loss . "
notdetected,chao was chen kaige's assistant for years in china . he has not learnt that storytelling is what the movies are about . 
notdetected,a mixed bag of a comedy that can't really be described as out of this world . 
notdetected,unwieldy contraption . 
notdetected,the film is a travesty of the genre and even as spoof takes itself too seriously . 
notdetected,marries the amateurishness of the blair witch project with the illogic of series 7 : the contenders to create a completely crass and forgettable movie . 
notdetected,the piano teacher is the sort of movie that discourages american audiences from ever wanting to see another foreign film . 
notdetected,"if it's another regurgitated action movie you're after , there's no better film than half past dead . "
notdetected,"so what is the point ? lovingly choreographed bloodshed taking place in a pristine movie neverland , basically . "
notdetected,this is junk food cinema at its greasiest . 
notdetected,"when it's all wet , blue crush is highly enjoyable . when it's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper . "
notdetected,"most new movies have a bright sheen . some , like ballistic , arrive stillborn . . . looking like the beaten , well-worn video box cover of seven years into the future . "
notdetected,"the story is naturally poignant , but first-time screenwriter paul pender overloads it with sugary bits of business . "
notdetected,you see robert de niro singing - and dancing to - west side story show tunes . choose your reaction : a . ) that sure is funny ! b . ) that sure is pathetic ! 
notdetected,a sermonizing and lifeless paean to teenage dullards . 
notdetected,this dramatically shaky contest of wills only reiterates the old hollywood saw : evil is interesting and good is boring . 
notdetected,"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon . "
notdetected,"the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin . "
notdetected,"instead of accurately accounting a terrible true story , the film's more determined to become the next texas chainsaw massacre . but what about the countless other people who'd merely like to watch a solid tale about a universally interesting soul ? "
notdetected,"a silly , self-indulgent film about a silly , self-indulgent filmmaker . "
notdetected,"scarlet diva has a voyeuristic tug , but all in all it's a lot less sensational than it wants to be . "
notdetected,"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh doesn't always improve the over-the-top mix . "
notdetected,"flashy , pretentious and as impenetrable as morvern's thick , working-class scottish accent . "
notdetected,a battle between bug-eye theatre and dead-eye matinee . 
notdetected,the movie is virtually without context -- journalistic or historical . what's worse is that pelosi knows it . 
notdetected," . . . instead go rent  shakes the clown  , a much funnier film with a similar theme and an equally great robin williams performance . "
notdetected,"lame , haphazard teen comedy . "
notdetected,"it's the kind of movie that ends up festooning u . s . art house screens for no reason other than the fact that it's in french ( well , mostly ) with english subtitles and is magically 'significant' because of that . "
notdetected,"this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through . "
notdetected,"expect to be reminded of other , better films , especially seven , which director william malone slavishly copies . "
notdetected,"nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clichés and telegraphed episodes smell of old soap opera . "
notdetected,"it's getting harder and harder to ignore the fact that hollywood isn't laughing with us , folks . it's laughing at us . "
notdetected,"might have been better off as a documentary , with less of mr . eyre's uninspired dramatics and more of his sense of observation and outrage . "
notdetected,every good actor needs to do his or her own hamlet . for benigni it wasn't shakespeare whom he wanted to define his career with but pinocchio . it might as well have been problem child iv . 
notdetected,arnold's jump from little screen to big will leave frowns on more than a few faces . 
notdetected,both awful and appealing . 
